time,open,high,low,close,Volume,Volume MA
2021-10-28 04:30,3976.73845207,3990.6204268,3975.79523325,3988.58047833,691.27436705,1343.4954725120358
2021-10-28 04:45,3988.42706184,4000.67179265,3981.12742455,3999.32490804,1350.96651911,1362.6140346280358
2021-10-28 05:00,3999.84023264,4024.45738988,3999.00171788,4009.54185876,1104.14050145,1386.9361787500359
2021-10-28 05:15,4009.37965223,4010.16148488,3978.69187629,3987.73324152,930.33456769,1405.5392982500357
2021-10-28 05:30,3987.52897595,3998.85260047,3986.18792636,3989.22364789,569.81816765,1400.0086142335358
2021-10-28 05:45,3989.20550738,4003.24049438,3985.77191884,3998.2520288,592.88036677,1386.4068769395358
2021-10-28 06:00,3998.45588692,4022.39920929,3994.96951382,4018.3009283,1083.28933518,1397.494621968036
2021-10-28 06:15,4018.62898789,4020.47885916,3998.33071881,4001.04654397,763.17652901,1370.092252626536
2021-10-28 06:30,4001.12846048,4009.7016,3991.715577,4007.83976,1243.50642771,1368.8427140605359
2021-10-28 06:45,4007.39555,4010.07634424,3985.32192039,3997.36015084,677.34812094,1272.6122326665359
2021-10-28 07:00,3997.44174133,4016.90576863,3996.53696024,4013.70153426,781.87854843,1203.4405376535358
2021-10-28 07:15,4013.91330761,4021.76351564,3998.82932295,4010.67984881,805.50416339,1176.3464154415358
2021-10-28 07:30,4011.93431435,4020.93490808,3990.95821379,4018.0609415,939.30685978,1150.5382404975358
2021-10-28 07:45,4018.89471984,4023.10433204,4008.2561617,4022.64363594,1703.44820933,1149.3643902290357
2021-10-28 08:00,4022.64363594,4032.70493626,3982.21596458,4004.7515017,2337.69524179,1153.9136582485357
2021-10-28 08:15,4005.34464022,4029.1922224,3985.804113,4023.60400494,2172.13685917,1171.5392630855358
2021-10-28 08:30,4023.75101915,4032.14147765,4011.78462933,4018.96347047,1734.9868124,1153.6628998895358
2021-10-28 08:45,4019.00867784,4039.74689138,4017.31595161,4024.40583548,1572.45785938,1158.6791219265358
2021-10-28 09:00,4024.42899832,4041.66589031,4016.97867828,4017.6569747,1647.51021608,1189.823721707536
2021-10-28 09:15,4017.7012696,4026.56602644,4011.96608873,4026.44803356,1324.7805762,1201.3220124255358
2021-10-28 09:30,4026.09757495,4028.03904129,4011.76757687,4015.36767025,1332.98326463,1233.407457304536
2021-10-28 09:45,4015.292528,4024.20792884,4009.9944249,4012.45837894,1478.25624127,1239.7719434125358
2021-10-28 10:00,4012.49661487,4048.13626232,4011.1852674,4048.13626232,1767.32074648,1272.9309556640358
2021-10-28 10:15,4048.17112809,4099.40324438,4028.55502014,4094.71249531,3723.05065687,1412.5667601230357
2021-10-28 10:30,4094.98943018,4129.29752749,4086.47639043,4114.7640885,2714.04695766,1519.7781996235358
2021-10-28 10:45,4115.92512188,4145.58239737,4103.21212146,4136.97701936,2434.55079451,1611.8617210105358
2021-10-28 11:00,4137.17534325,4153.3285833,4134.08404333,4142.75126452,2034.39084854,1659.4167966785358
2021-10-28 11:15,4143.88839564,4147.54870481,4110.94172772,4121.16632663,1959.93800087,1719.2548702715358
2021-10-28 11:30,4121.50124293,4127.08649042,4105.20881618,4126.7360666,2078.85288679,1761.0221932255358
2021-10-28 11:45,4127.59948661,4162.2820631,4115.81372676,4162.1599537,2933.14498558,1873.812036457536
2021-10-28 12:00,4161.88374028,4181.66554646,4148.57587013,4159.24478813,1957.74972036,1932.6055950540358
2021-10-28 12:15,4160.04329303,4168.65026842,4149.27150924,4163.8596384,632.05651992,1923.9332128805358
2021-10-28 12:30,4163.90726252,4174.76786306,4154.30762376,4158.31674674,876.7853742,1920.8071386015358
2021-10-28 12:45,4158.25244705,4166.2151805,4139.53640049,4150.90946049,985.93582952,1884.9315196110358
2021-10-28 13:00,4151.13519606,4157.25073658,4133.18532348,4134.08148384,840.0850013,1810.0510075865357
2021-10-28 13:15,4133.77398656,4142.72593781,4119.56485454,4133.69185382,1210.94825563,1761.9915774095357
2021-10-28 13:30,4133.75516898,4147.67449599,4133.66274788,4139.72071866,940.87767092,1722.2861203355358
2021-10-28 13:45,4139.45376,4158.89765652,4139.13684297,4154.15062783,1153.80967584,1701.3537111585356
2021-10-28 14:00,4154.54943068,4164.60384022,4138.54907321,4163.58140814,871.96032074,1662.5762163915356
2021-10-28 14:15,4163.78805074,4174.2692069,4152.02662148,4152.53648582,911.1472159,1641.8945483765353
2021-10-28 14:30,4151.89834993,4192.35282583,4150.33354714,4186.61337764,1864.92023133,1668.4913967115353
2021-10-28 14:45,4186.20642739,4192.73853714,4168.15447125,4178.00469822,1487.63205279,1668.9601872875355
2021-10-28 15:00,4179.01223712,4181.09112824,4159.68782314,4175.58287757,1271.47539743,1644.1679198350353
2021-10-28 15:15,4175.62616361,4202.74969537,4170.47563676,4197.71275349,1176.30477047,1516.8306255150353
2021-10-28 15:30,4197.83449027,4220.26914713,4178.48963532,4183.96391382,1735.27780341,1467.8921678025354
