time,open,high,low,close,Volume,Volume MA
2021-08-16 21:45,294.1,294.81,294.01,294.65,141979,27161.35
2021-08-16 22:00,294.6,294.6,294.6,294.6,844,26068.55
2021-08-17 13:00,293.57,293.57,293.57,293.57,100,25111.2
2021-08-17 13:15,293.56,293.56,293.43,293.43,200,23851.15
2021-08-17 13:30,293.19,293.2,293.19,293.2,200,23115
2021-08-17 13:45,293.44,293.44,293.39,293.39,200,22107.65
2021-08-17 14:00,293.31,293.31,293.31,293.31,100,21390.95
2021-08-17 14:15,292.95,292.95,292.95,292.95,100,20586.7
2021-08-17 15:15,292.24,292.24,292.24,292.24,100,19808.3
2021-08-17 15:30,292.38,293.43,292.03,292.95,62228,22237.6
2021-08-17 15:45,292.81,293.22,291.64,292.15,39552,23493.05
2021-08-17 16:00,291.995,292.38,291.56,292.09,24968,22882.4
2021-08-17 16:15,292.1,292.26,291.33,291.99,38924,23681.3
2021-08-17 16:30,291.89,292.78,291.73,292.77,43689,24865.35
2021-08-17 16:45,292.75,293.29,292.69,292.86,40748,26139.4
2021-08-17 17:00,292.87,293.06,292.4,292.94,31254,26398.9
2021-08-17 17:15,292.98,293.05,292.38,292.39,29394,27039
2021-08-17 17:30,292.365,292.82,292.17,292.33,26578,27334.9
2021-08-17 17:45,292.27,292.27,291.22,291.22,42875,28283.35
2021-08-17 18:00,291.23,291.7,291.09,291.67,35335,27968.4
2021-08-17 18:15,291.65,292.49,291.5,292.48,35172,22628.05
2021-08-17 18:30,292.49,292.5,291.72,292.09,45352,24853.45
2021-08-17 18:45,292.13,292.57,291.82,292.19,30892,26393.05
2021-08-17 19:00,292.09,292.56,292.07,292.47,27236,27744.85
2021-08-17 19:15,292.41,292.85,292.17,292.84,27862,29127.95
2021-08-17 19:30,292.84,292.85,292.17,292.23,22171,30226.5
2021-08-17 19:45,292.255,292.69,292.1,292.69,21508,31296.9
2021-08-17 20:00,292.7,293.23,292.7,293.07,23993,32491.55
2021-08-17 20:15,293.1,293.25,292.79,292.92,19590,33466.05
2021-08-17 20:30,292.88,293.17,292.635,292.89,16775,31193.4
2021-08-17 20:45,292.825,293.28,292.78,293.24,18617,30146.65
2021-08-17 21:00,293.27,293.4,293.02,293.02,32501,30523.3
2021-08-17 21:15,293.02,293.18,292.78,292.86,38098,30482
2021-08-17 21:30,292.9,293.15,292.58,292.86,41502,30372.65
2021-08-17 21:45,292.8,293.27,292.55,293.27,125255,34598
2021-08-18 13:00,292.85,292.85,292.85,292.85,100,33040.3
2021-08-18 14:00,292.12,292.12,292.12,292.12,100,31575.6
2021-08-18 15:00,292.08,292.08,292.08,292.08,200,30256.7
2021-08-18 15:15,292.28,292.28,292.28,292.28,106,28118.25
2021-08-18 15:30,291.78,293.55,291.7,293.24,63455,29524.25
2021-08-18 15:45,293.25,294.8,293.25,294.22,67792,31155.25
2021-08-18 16:00,294.18,294.27,293.56,294.07,45707,31173
2021-08-18 16:15,294.01,294.6,293.5,293.88,37303,31493.55
2021-08-18 16:30,293.95,293.97,293.23,293.64,27544,31508.95
2021-08-18 16:45,293.62,293.78,293.165,293.53,28210,31526.35
2021-08-18 17:00,293.53,293.54,293.04,293.28,30418,31938.7
2021-08-18 17:15,293.24,293.56,293.11,293.28,18181,31772.35
2021-08-18 17:30,293.27,293.4,292.75,293.36,37042,32424.8
2021-08-18 17:45,293.39,293.66,293.29,293.46,30031,32946.85
2021-08-18 18:00,293.45,293.99,293.27,293.88,30277,33621.95
2021-08-18 18:15,293.87,294.1,293.59,293.59,21715,33776.85
2021-08-18 18:30,293.64,293.82,293.41,293.47,13732,32838.4
2021-08-18 18:45,293.49,293.49,293.16,293.41,25285,32197.75
2021-08-18 19:00,293.4,293.47,293.11,293.46,20210,31133.15
2021-08-18 19:15,293.45,293.55,293.28,293.35,18252,25783
2021-08-18 19:30,293.35,293.53,293.2,293.43,10276,26291.8
2021-08-18 19:45,293.39,293.54,293.34,293.41,9207,26747.15
2021-08-18 20:00,293.4,294.19,293.02,293.24,37404,28607.35
2021-08-18 20:15,293.19,294.04,292.8,293.88,42725,30738.3
2021-08-18 20:30,293.89,294.19,293.49,293.54,49942,30062.65
2021-08-18 20:45,293.46,293.67,293.22,293.56,14839,27415
2021-08-18 21:00,293.52,293.57,293.19,293.38,17630,26011.15
2021-08-18 21:15,293.4,293.54,293.11,293.13,19351,25113.55
2021-08-18 21:30,293.09,293.09,292.13,292.48,69472,27209.95
2021-08-18 21:45,292.55,292.63,290.27,290.74,232330,37415.95
2021-08-18 22:00,290.78,290.78,290.36,290.36,1500,35970.05
2021-08-18 22:15,290.37,290.37,290.37,290.37,200,35071
2021-08-18 22:30,290.16,290.16,290.16,290.16,100,33223.9
2021-08-18 22:45,290.16,290.18,290.15,290.15,1078,31776.25
2021-08-19 13:15,288.51,288.51,288.51,288.51,100,30267.4
2021-08-19 13:30,289,289,289,289,504,29206.85
2021-08-19 14:00,288.34,288.34,288.34,288.34,366,28538.55
2021-08-19 14:15,288.47,289.01,288.47,289.01,300,27289.3
2021-08-19 14:30,289,289,289,289,100,26283.8
2021-08-19 15:00,288.71,289,288.71,289,200,25381.2
2021-08-19 15:15,288.39,288.39,288.39,288.39,300,24882.4
2021-08-19 15:30,288.73,291.15,288.64,290.95,91685,29006.3
2021-08-19 15:45,291.01,291.59,290.42,290.74,54039,29838.05
2021-08-19 16:00,290.81,291.86,290.69,291.18,42316,29817.6
2021-08-19 16:15,291.24,291.895,290.96,291.75,34271,29034.05
2021-08-19 16:30,291.84,291.84,291.24,291.42,24920,29538.1
2021-08-19 16:45,291.48,292.89,291.21,292.79,45808,30947
2021-08-19 17:00,292.85,293.41,292.55,293.16,36297,31794.3
2021-08-19 17:15,293.18,293.82,293.13,293.44,38956,30268.5
2021-08-19 17:30,293.47,293.9,293.44,293.9,31280,20216
2021-08-19 17:45,293.92,294.62,293.92,294.45,40729,22177.45
2021-08-19 18:00,294.56,296.625,294.48,295.28,109152,27625.05
2021-08-19 18:15,295.3,295.57,294.98,295.22,34600,29350.05
2021-08-19 18:30,295.2,296.43,295.14,296.27,42586,31425.45
2021-08-19 18:45,296.26,296.86,296.07,296.79,35758,33208.35
2021-08-19 19:00,296.79,296.96,296.3,296.58,32338,34800.05
2021-08-19 19:15,296.57,296.82,296.18,296.18,29119,36237.7
2021-08-19 19:30,296.23,296.54,295.8,296.41,34356,37940.5
2021-08-19 19:45,296.43,296.63,296.1,296.1,26259,39248.45
2021-08-19 20:00,296.08,296.37,295.435,295.77,39322,41204.55
2021-08-19 20:15,295.75,296.28,295.4,295.43,34762,42927.65
2021-08-19 20:30,295.46,295.8,294.99,295.7,52018,40944.3
2021-08-19 20:45,295.69,296.42,295.2,296.31,45251,40504.9
2021-08-19 21:00,296.33,297.26,296.33,296.96,44724,40625.3
2021-08-19 21:15,297.02,297.37,296.95,297.28,43571,41090.3
2021-08-19 21:30,297.22,297.45,296.31,296.76,58755,42782.05
2021-08-19 21:45,296.78,296.92,296.41,296.83,122726,46627.95
2021-08-19 22:00,296.78,296.78,296.77,296.77,467,44836.45
2021-08-19 22:15,296.83,296.83,296.83,296.83,100,42893.65
2021-08-20 14:15,296.9,296.9,296.9,296.9,100,41334.65
2021-08-20 14:30,298.1,298.1,298.1,298.1,211,39308.75
