Date,Open,High,Low,Close,Volume
2021-11-02 09:30:00,331.38,331.7,328.44,329.43,1870716
2021-11-02 09:45:00,329.51,331.44,327.36,328.03,1279838
2021-11-02 10:00:00,328.06,328.9018,327.82,328.445,862938
2021-11-02 10:15:00,328.445,330.38,328.42,330.2274,881859
2021-11-02 10:30:00,330.25,332.25,330.11,332.11,1159295
2021-11-02 10:45:00,332.075,332.85,331.4,332.6937,1061820
2021-11-02 11:00:00,332.67,334.7895,330.83,331.71,2308461
2021-11-02 11:15:00,331.7299,332.09,330.1,331.92,1280094
2021-11-02 11:30:00,331.95,331.95,330.35,331.52,838517
2021-11-02 11:45:00,331.495,331.53,328.55,329.3203,1191252
2021-11-02 12:00:00,329.33,329.52,325.18,327.1,1803463
2021-11-02 12:15:00,327.12,327.24,326.11,326.725,1252903
2021-11-02 12:30:00,326.73,326.99,325.68,326.69,788996
2021-11-02 12:45:00,326.7,327.81,326.6498,327.27,653662
2021-11-02 13:00:00,327.3,327.67,326.28,326.4,703981
2021-11-02 13:15:00,326.44,326.86,325.87,326.05,617439
2021-11-02 13:30:00,326.03,326.2,325.66,325.91,501529
2021-11-02 13:45:00,325.91,326.12,324.37,324.56,911155
2021-11-02 14:00:00,324.58,325.19,323.8,324.945,1060124
2021-11-02 14:15:00,324.935,325.82,324.71,325.3,635289
2021-11-02 14:30:00,325.28,326.06,325.0892,325.8645,531329
2021-11-02 14:45:00,325.8601,326.75,325.85,326.49,599256
2021-11-02 15:00:00,326.51,327.8652,326.49,327.72,637742
2021-11-02 15:15:00,327.71,328.05,327.31,327.9063,936613
2021-11-02 15:30:00,327.9,328.01,327.69,327.99,828063
2021-11-02 15:45:00,327.99,328.34,327.33,328.19,1489772
2021-11-02 16:00:00,328.08,328.2,327.3,328.08,207564
2021-11-03 09:30:00,327.49,328.2199,323.2,326.115,1939697
2021-11-03 09:45:00,326.02,329.91,325.95,328.64,1262311
2021-11-03 10:00:00,328.75,329.1138,326.81,327.42,811466
2021-11-03 10:15:00,327.46,328.81,327.1157,328.26,681780
2021-11-03 10:30:00,328.3,328.78,327.3,327.47,715101
2021-11-03 10:45:00,327.4801,328.1499,326.73,328.09,554778
2021-11-03 11:00:00,328.1,328.22,326.93,327.12,464872
2021-11-03 11:15:00,327.14,327.85,327.14,327.4,346505
2021-11-03 11:30:00,327.39,327.79,327.03,327.75,357221
2021-11-03 11:45:00,327.725,329.44,327.5518,329.31,935571
2021-11-03 12:00:00,329.29,329.5,328.62,329.29,567621
2021-11-03 12:15:00,329.28,329.67,328.2,328.26,530226
2021-11-03 12:30:00,328.26,328.93,327.97,328.51,563831
2021-11-03 12:45:00,328.5,328.8599,328.36,328.74,287881
2021-11-03 13:00:00,328.75,329.05,328.335,329.03,386994
2021-11-03 13:15:00,329.04,329.245,328.26,328.88,427718
2021-11-03 13:30:00,328.915,329.42,328.795,329.3,360959
2021-11-03 13:45:00,329.3,329.85,329.13,329.18,536810
2021-11-03 14:00:00,329.18,330.21,328.3,328.62,1189017
2021-11-03 14:15:00,328.57,329.51,327.84,328.74,702750
2021-11-03 14:30:00,328.78,329.13,327.74,328.92,631650
2021-11-03 14:45:00,328.96,330.03,328.95,329.88,599669
2021-11-03 15:00:00,329.92,330.5,329.4901,330.0983,891790
2021-11-03 15:15:00,330.08,330.79,329.61,330.77,788388
2021-11-03 15:30:00,330.78,331.8,330.67,331.365,985775
2021-11-03 15:45:00,331.33,332.15,331.3,331.695,1315221
2021-11-03 16:00:00,331.62,331.73,331.0,331.0,529923
2021-11-04 09:30:00,334.0065,336.59,333.2,335.76,2258573
2021-11-04 09:45:00,335.76,337.273,335.72,335.753,1591881
2021-11-04 10:00:00,335.81,335.85,334.32,335.175,1164690
2021-11-04 10:15:00,335.175,335.91,334.63,335.45,695981
2021-11-04 10:30:00,335.47,336.36,335.44,336.29,742186
2021-11-04 10:45:00,336.3,337.27,335.91,336.93,981310
2021-11-04 11:00:00,336.95,336.99,335.6601,336.3845,776183
2021-11-04 11:15:00,336.408,336.49,334.34,334.64,704756
2021-11-04 11:30:00,334.65,334.68,333.3,333.49,738227
2021-11-04 11:45:00,333.48,333.6,332.65,333.5,880117
2021-11-04 12:00:00,333.5,334.98,333.46,334.91,729420
2021-11-04 12:15:00,334.89,335.2,334.25,334.44,501568
