time,open,high,low,close,K,D,RSI
2021-03-16T19:00:00+01:00,238.01,239.24,236.92,237.7,78.47055447510736,77.15141221074742,57.47860033771594
2021-03-17T11:00:00+01:00,235.9,235.9,235.9,235.9,56.34662689028868,72.51797605161846,51.970319439751506
2021-03-17T13:00:00+01:00,236.01,236.49,234.19,236.21,45.565469806052654,60.1275503904828,52.809087989417236
2021-03-17T15:00:00+01:00,236.15,236.54,233.74,233.8,23.966134479893956,41.959410392078325,46.07284827581826
2021-03-17T17:00:00+01:00,233.81,234.77,233.25,234.48,16.608563850738516,28.713389378894934,48.085078291964216
2021-03-17T19:00:00+01:00,234.48,238.54,234.48,237.11,20.886850857314908,20.48718306264902,55.068281622452375
2021-03-17T21:00:00+01:00,237.03,237.03,236.57,236.57,34.90957602178164,24.134996909944913,53.477693102887535
2021-03-18T11:00:00+01:00,234.07,234.07,233.26,233.35,31.085174614247947,28.96053383111472,45.11048435284364
2021-03-18T13:00:00+01:00,233.52,234.13,232.29,233.25,14.036520253694464,26.677090296574576,44.875657597754575
2021-03-18T15:00:00+01:00,233.2,233.36,232.04,232.38,-2.1316282072803006e-14,15.040564955980686,42.78874815776976
2021-03-18T17:00:00+01:00,232.37,233.59,231.8,233.55,5.7635613614278505,6.600027205040654,46.39884006384176
2021-03-18T19:00:00+01:00,233.48,233.52,230.34,230.76,5.7635613614278505,3.8423742409517847,39.928554857477906
2021-03-18T21:00:00+01:00,231.36,231.36,230.77,230.77,5.82155936028436,5.782894027713245,39.96087186638409
2021-03-19T11:00:00+01:00,231.5,231.5,231.5,231.5,4.746550105818426,5.443890275843437,42.39708393888734
2021-03-19T13:00:00+01:00,232.18,232.43,230.28,230.64,5.611328578854291,5.393146014985585,40.32133015129775
2021-03-19T15:00:00+01:00,230.63,231.58,229.35,231.44,12.561395960528605,7.6397582150669985,43.11156070784731
2021-03-19T17:00:00+01:00,231.44,231.98,231.1,231.62,16.28398286248814,11.485569133956902,43.748825248796585
2021-03-19T19:00:00+01:00,231.59,231.72,230,230.07,15.419204389452277,14.754861070822898,39.631801045812004
2021-03-19T21:00:00+01:00,230.52,230.66,230.5,230.56,12.457913961413526,14.720367071117872,41.50583993437736
2021-03-22T11:00:00+01:00,232.25,232.25,232.22,232.22,22.884989457477143,16.920702602780874,47.45675758333375
2021-03-22T13:00:00+01:00,232.2,233.66,230.24,233.56,56.218322790810475,30.52040873656694,51.72613814255181
2021-03-22T15:00:00+01:00,233.62,236.32,233.34,235.9,85.50488117165173,54.86939780664634,58.12494666320837
2021-03-22T17:00:00+01:00,235.93,236.89,235.88,236.33,99.99999999999999,80.57440132082063,59.19531771087756
2021-03-22T19:00:00+01:00,236.32,236.67,235.73,236.05,98.223943655332,94.5762749423278,58.152940473967334
2021-03-22T23:00:00+01:00,235.94,235.94,235.94,235.94,95.71516925344703,97.97970430292622,57.722904216272575
2021-03-23T13:00:00+01:00,236.2,238.93,236.2,237.93,95.71516925344702,96.55142738740858,63.04681045793985
2021-03-23T15:00:00+01:00,237.84,241.04,237.59,240.1,97.49122559811501,96.30718803500292,67.80751372327882
2021-03-23T17:00:00+01:00,240.135,240.68,239.15,239.84,98.68828624249481,97.29822703135217,66.69875962488243
2021-03-23T19:00:00+01:00,239.89,240.89,237.08,237.6,86.98228106058605,94.38726430039851,57.91276256508685
2021-03-24T13:00:00+01:00,237.91,237.96,235.73,236.05,69.15201727959759,84.94086152755939,52.7361020455816
2021-03-24T15:00:00+01:00,236,237.9,235.32,236.49,54.12079275469705,70.08503036496013,53.99329572275971
2021-03-24T17:00:00+01:00,236.49,237.42,235.8,237.39,51.54666201099491,58.27315734842974,56.53976941998111
2021-03-24T19:00:00+01:00,237.36,237.61,235.34,235.38,40.040972719686074,48.56947582845925,49.897248910062984
2021-03-24T21:00:00+01:00,235.67,235.74,235.2,235.46,23.517790023394706,38.36847491802513,50.148285819929214
2021-03-25T11:00:00+01:00,235.09,235.25,234.81,235.25,4.464592615672269,22.674451786250916,49.447899195641575
2021-03-25T13:00:00+01:00,235.05,236.79,234.81,235.84,4.1883754555700365,10.72358603154557,51.49747279946994
2021-03-25T15:00:00+01:00,235.86,236.9,231.57,232.38,3.7211631009338073,4.124710390725272,40.99938070820291
2021-03-25T17:00:00+01:00,232.33,233.11,231.57,232.28,3.7211631009338073,3.8769005524791176,40.740878986161825
2021-03-25T19:00:00+01:00,232.33,233.58,231.63,232.25,-8.289665250534503e-15,2.4807754006224356,40.658058320583805
2021-03-25T21:00:00+01:00,232.36,232.6,232.36,232.6,1.8145381144935204,1.8452337384756732,42.135969969061776
2021-03-25T23:00:00+01:00,232.5,232.5,232.5,232.5,3.2961621457591157,1.7035667534174428,41.81553418588755
2021-03-26T11:00:00+01:00,232.2,232.2,231.31,231.5,3.2961621457591157,2.802287468670484,38.65016717273635
2021-03-26T13:00:00+01:00,231.42,233.94,230.6,233.18,15.251443797237888,7.281256029585273,46.040265131621155
2021-03-26T15:00:00+01:00,233.08,234.95,232.45,234.95,39.62883701980151,19.392147654266072,52.52839316800568
2021-03-26T17:00:00+01:00,234.99,235.44,234.01,234.57,62.840523633114316,39.240268150051136,51.10760240273221
2021-03-26T19:00:00+01:00,234.55,236.71,233.03,236.47,82.40403720047534,61.6244659511303,57.323195687819236
2021-03-26T21:00:00+01:00,235.86,235.86,235.86,235.86,85.56996308627124,76.93817463995354,54.909674899582726
2021-03-29T14:00:00+02:00,236.11,236.77,233,233.14,74.89830443642519,80.95743490772382,45.6749761649889
2021-03-29T16:00:00+02:00,233.1,233.99,231.89,233.63,57.169119859992634,72.54579579422959,47.39146861347245
2021-03-29T18:00:00+02:00,233.61,235.62,233.12,235.1,52.44702401794334,61.504816104786954,52.26439999029651
2021-03-29T20:00:00+02:00,235.13,235.31,234.27,235.28,65.23811487380495,58.28475291724686,52.840428293704484
2021-03-29T22:00:00+02:00,235.04,235.85,235.04,235.6,76.86606770841837,64.85040220005544,53.90534145905571
2021-03-30T12:00:00+02:00,233.36,233.36,233.12,233.12,64.5358285803433,68.88000372085543,45.35711278520642
2021-03-30T14:00:00+02:00,233,233.71,231.57,232.24,46.55118093478,62.65102574118044,42.76559314412483
2021-03-30T16:00:00+02:00,232.27,232.89,231.1,231.98,25.302479281348827,45.46316293215727,42.00201310256544
2021-03-30T18:00:00+02:00,231.97,232.45,231.58,231.96,13.329871111848062,28.394510442658852,41.93997912774574
2021-03-30T20:00:00+02:00,231.95,232.44,231.33,232.32,9.484998973799623,16.039116455665397,43.55595481593493
2021-03-31T14:00:00+02:00,232.85,233.85,232.4,233.8,20.421087144674647,14.411985743440672,49.74826361771645
2021-03-31T16:00:00+02:00,233.79,236.265,233.79,236.25,53.75442047800798,27.886835532160642,57.96872338879716
2021-03-31T18:00:00+02:00,236.24,236.84,235.66,235.66,78.6799681736317,50.951825265438,55.609523078586875
2021-03-31T20:00:00+02:00,235.65,239.07,234.12,235.74,90.73299459745579,74.38912774969839,55.87176990911255
2021-03-31T22:00:00+02:00,236.43,236.57,236.17,236.57,90.73299459745579,86.71531912284765,58.604202635227516
2021-04-01T12:00:00+02:00,238.45,238.48,238.45,238.48,95.63918119944879,92.36839013145334,64.11138684755167
2021-04-01T14:00:00+02:00,238.45,241.42,238.06,241.42,99.99999999999996,95.45739193230139,70.59593074726547
2021-04-01T16:00:00+02:00,241.45,242.06,240.58,241.46,99.99999999999996,98.54639373314944,70.67356963524945
2021-04-01T18:00:00+02:00,241.42,241.92,240.82,241.74,99.99999999999996,99.99999999999984,71.2459097992554
2021-04-01T20:00:00+02:00,241.76,242.64,241.24,242.38,99.99999999999996,99.99999999999984,72.56393429082918
2021-04-01T22:00:00+02:00,242.49,242.61,242.23,242.61,99.99999999999996,99.99999999999983,73.04216926875912
2021-04-05T12:00:00+02:00,241.91,241.91,241.91,241.91,95.7693521317539,98.5897840439178,69.09469683622325
2021-04-05T14:00:00+02:00,242,247.29,242,247.27,95.7693521317539,97.17956808783579,78.62190840380464
2021-04-05T16:00:00+02:00,247.26,249.74,246.72,248.84,95.7693521317539,95.76935213175376,80.51651477740333
2021-04-05T18:00:00+02:00,248.93,249.95,248.89,249.36,99.99999999999996,97.17956808783579,81.11353509485397
2021-04-05T20:00:00+02:00,249.35,249.56,247.83,249.04,97.88998118882705,97.8864444401935,79.49911674141285
2021-04-06T14:00:00+02:00,248.58,248.58,246.88,248.27,90.60897023740364,96.16631714207676,75.59996803233473
2021-04-06T16:00:00+02:00,248.26,249.37,247.41,249.355,84.94710878793767,91.14868673805599,77.29019344366282
2021-04-06T18:00:00+02:00,249.39,249.395,247.95,248.53,71.42738404843605,82.32782102459232,73.1413585873774
2021-04-06T20:00:00+02:00,248.56,249.05,247.29,247.9,48.02203011742683,68.13217431793339,70.04910140683546
2021-04-06T22:00:00+02:00,248.05,248.05,248.05,248.05,23.888349780486603,47.77925464878303,70.3703011680813
2021-04-07T12:00:00+02:00,248,248,248,248,8.974096449775933,26.961492115896323,70.10043434616927
2021-04-07T14:00:00+02:00,247.85,249.065,247.19,248.7,13.64901287669005,15.503819702317406,71.73471333906636
2021-04-07T16:00:00+02:00,248.71,250.92,248.53,250.07,25.531217844259434,16.05144239024168,74.65461015791475
2021-04-07T18:00:00+02:00,250.08,250.41,249.42,249.96,36.328796698675305,25.169675806541473,73.99366496125033
2021-04-07T20:00:00+02:00,249.95,250.72,248.91,249.92,40.12032823442693,33.99344759245377,73.73801117549273
2021-04-07T22:00:00+02:00,250,250,250,250,36.398174244179614,37.615766392427155,73.93200149390861
2021-04-08T14:00:00+02:00,252.32,254.13,252,253.92,56.14459227114897,44.221031583251715,81.24324093226357
2021-04-08T16:00:00+02:00,253.96,253.965,252.14,252.93,61.21835705002524,51.25370785511782,75.48514835058315
2021-04-08T18:00:00+02:00,252.94,253.23,252.13,253.23,67.35794264194907,61.573630654374305,76.03934118005252
2021-04-08T20:00:00+02:00,253.24,253.455,252.89,253.345,52.52173589374004,60.36601186190466,76.26088388123708
2021-04-08T22:00:00+02:00,253.5,253.93,253.45,253.93,58.239644135237604,59.37310755697545,77.40536023005072
2021-04-09T14:00:00+02:00,252.72,254.24,252,254.17,63.71051457325595,58.15729820074441,77.87659179031404
2021-04-09T16:00:00+02:00,254.17,254.86,253.72,254.81,72.21537007957535,64.72184292935617,79.12677026275345
2021-04-09T18:00:00+02:00,254.86,255.07,254.25,254.67,74.20257334986057,70.04281933423049,78.08725024121537
2021-04-09T20:00:00+02:00,254.67,255.99,254.06,255.72,80.53307337840606,75.6503389359472,80.1893533636614
2021-04-09T22:00:00+02:00,255.8,255.85,255.8,255.85,83.29493686335424,79.34352786387349,80.43954616036879
2021-04-12T14:00:00+02:00,256.15,256.94,254.62,254.99,59.675846201416356,74.50128548105876,73.79952449841436
2021-04-12T16:00:00+02:00,255.025,257.23,254.64,256.83,48.905797213469135,63.95886009274645,77.98644020344892
2021-04-12T18:00:00+02:00,256.87,257.66,256.61,256.8,36.91401203526479,48.498551816716635,77.76822983989484
2021-04-12T20:00:00+02:00,256.8,257.02,255.275,256.04,36.64080999297718,40.82020641390358,72.25269835697567
2021-04-12T22:00:00+02:00,255.9,255.9,255.9,255.9,17.772060398187538,30.442294142143044,71.25023027617236
2021-04-13T14:00:00+02:00,257.31,259.18,256.97,258.94,25.547084348052476,26.653318246405608,78.2930371160063
2021-04-13T16:00:00+02:00,258.93,258.98,256.83,257.16,25.547084348052476,22.95540969809737,67.81733316364716
2021-04-13T18:00:00+02:00,257.19,258.09,257.1,257.88,30.227881903743683,27.10735019994942,69.58979387592122
2021-04-13T20:00:00+02:00,257.87,258.73,257.58,258.39,12.599519407342205,22.791495219712658,70.81588697984715
2021-04-13T22:00:00+02:00,258.17,258.29,258.17,258.29,18.93950083693959,20.588967382675033,70.2180710436363
2021-04-14T12:00:00+02:00,259.64,259.64,259.5,259.5,28.393009966360676,19.977343403547362,73.16952004986138
2021-04-14T14:00:00+02:00,259.41,259.6,256.81,257.99,20.474288114709665,22.602266306003184,64.56973274770264
2021-04-14T16:00:00+02:00,257.99,258.81,256.18,256.85,14.13430668511228,21.000534922060748,58.937722448293805
2021-04-14T18:00:00+02:00,256.88,256.98,255.71,255.86,-9.473903143468002e-15,11.536198266607185,54.492568968637215
2021-04-14T20:00:00+02:00,255.83,256.5,255.19,255.79,-1.0658141036401503e-14,4.711435561703958,54.18140364576289
2021-04-14T22:00:00+02:00,255.59,255.67,255.59,255.67,-1.0658141036401503e-14,-1.379637145267528e-13,53.61618341881131
2021-04-15T14:00:00+02:00,257.85,259.33,257.75,258.51,13.159863244197183,4.386621081398926,63.35850401737575
2021-04-15T16:00:00+02:00,258.48,259.67,258,258.2,24.257552617952154,12.472471954049647,61.831865130403315
2021-04-15T18:00:00+02:00,258.21,259.93,257.9,259.17,39.227035930435314,25.54815059752809,64.69817590755378
2021-04-15T20:00:00+02:00,259.17,259.9,258.49,259.55,46.807186381308235,36.76392497656511,65.78227750418014
2021-04-15T22:00:00+02:00,259.5,259.5,259.5,259.5,55.96363526114877,47.332619190963975,65.49726292214275
2021-04-16T12:00:00+02:00,259.72,259.73,259.72,259.73,62.48420704538336,55.08500956261332,66.22225186458937
2021-04-16T14:00:00+02:00,259.62,260.47,257.64,258.32,49.48126672263786,55.97636967638987,58.154751424457224
2021-04-16T16:00:00+02:00,258.29,260.52,258.28,259.47,43.859506250322084,51.94166000611431,62.1995376729131
2021-04-16T18:00:00+02:00,259.47,260.615,259.41,259.92,48.977866916884146,47.439546629947905,63.67900872918006
2021-04-16T20:00:00+02:00,259.915,260.95,259.865,260.57,73.36089243134411,55.399421866183324,65.76342837037029
2021-04-19T14:00:00+02:00,260.21,261.47,259.32,260.44,88.72541597368661,70.35472510730483,64.96047315621627
2021-04-19T16:00:00+02:00,260.405,260.75,258.78,259.02,70.54140747359281,77.54257195954105,56.802143056056295
2021-04-19T18:00:00+02:00,258.99,259.04,257.84,258.7,42.40325980501179,67.22336108409695,55.122085906944015
2021-04-19T20:00:00+02:00,258.615,259.11,258.2,258.82,13.997103018507879,42.31392343237071,55.651811757690936
2021-04-20T12:00:00+02:00,257.89,258.07,257.89,258.07,5.572695755321849,20.657686192947054,51.555804013918454
2021-04-20T14:00:00+02:00,258.03,260.18,257.82,259.69,17.685412780116668,12.418403851315347,58.637352387712006
2021-04-20T16:00:00+02:00,259.68,259.86,256.85,257.39,16.094668242998384,13.11759225947885,47.925781183086585
2021-04-20T18:00:00+02:00,257.45,258.78,257.25,258.36,23.36285729185633,19.047646104990346,51.915247418288054
2021-04-20T20:00:00+02:00,258.31,258.49,257.13,258.3,14.05614525918424,17.837890264679533,51.65165043677338
2021-04-20T22:00:00+02:00,257.75,257.75,257.75,257.75,16.411613463465827,17.943538671502015,49.18626150675178
2021-04-21T12:00:00+02:00,258.58,258.58,258.58,258.58,18.33450793509886,16.267422219249525,52.84420033630785
2021-04-21T14:00:00+02:00,258.25,259.67,257.29,259.58,28.26525753615593,21.00379297824009,56.87245245382997
2021-04-21T16:00:00+02:00,259.54,260.34,258.3,259.9,44.93318085234511,30.510982107866514,58.10575757051825
2021-04-21T18:00:00+02:00,259.86,259.93,258.92,259.02,46.78467658223432,39.99437165691167,53.56898926665958
2021-04-21T20:00:00+02:00,259.04,260.67,258.67,260.67,63.39930410418429,51.70572051292112,59.89225750939663
2021-04-21T22:00:00+02:00,260.38,260.58,260.07,260.58,76.38521101858818,62.18973056833548,59.41693654136821
2021-04-22T12:00:00+02:00,260.27,260.3,260.12,260.13,90.56895446298802,76.78448986192005,56.98188698289488
2021-04-22T14:00:00+02:00,260.06,261.69,259.93,260.23,83.62578798123744,83.5266511542711,57.3997003893917
2021-04-22T16:00:00+02:00,260.21,261.69,259.76,260.49,81.14833144673126,85.11435796365213,58.527543792279296
2021-04-22T18:00:00+02:00,260.52,261.01,255.71,256.04,55.92200875195122,73.56537605997319,39.33339283865954
2021-04-22T20:00:00+02:00,255.96,257.48,255.65,257.19,37.75858568931708,58.276308629333066,44.407368205794185
2021-04-22T22:00:00+02:00,257.5,257.5,257.5,257.5,18.590098177635696,37.4235642063012,45.725156851016756
2021-04-23T12:00:00+02:00,257.98,257.99,257.98,257.99,32.366530162116064,29.571738009689483,47.830226863095916
2021-04-23T14:00:00+02:00,257.9,258.65,257.33,258.48,41.3076248230165,30.754751054255962,49.921930860045244
2021-04-23T16:00:00+02:00,258.45,260.81,257.97,260.47,60.22590820696195,44.63335439736471,57.39330968781241
2021-04-23T18:00:00+02:00,260.48,261.4,260.2,260.82,77.62960192151873,59.721044983832265,58.564232378551836
2021-04-23T20:00:00+02:00,260.76,261.5,260.68,260.82,91.64188917070685,76.49913309972905,58.564232378551836
2021-04-23T22:00:00+02:00,260.68,261.74,260.68,261.74,95.69358473140763,88.32169194121094,61.76735739551575
2021-04-24T00:00:00+02:00,261.58,261.78,261.58,261.78,97.84679236570382,95.06075542260596,61.905243515066225
2021-04-26T12:00:00+02:00,260.42,260.55,260.3,260.55,90.2465597055301,94.59564560088039,55.30064757782556
2021-04-26T14:00:00+02:00,260.73,262.43,260.61,261.29,84.76102454127316,90.95145887083557,58.19068309683264
2021-04-26T16:00:00+02:00,261.29,261.77,260.46,261.05,77.37776577128875,84.12845000603055,56.905629081225484
2021-04-26T18:00:00+02:00,261.05,261.45,260.88,261.29,81.22629688574551,81.121695732769,57.90670166699625
2021-04-26T20:00:00+02:00,261.24,262,260.99,261.51,80.89226902516877,79.83211056073422,58.85034387017652
2021-04-26T22:00:00+02:00,261.29,261.52,261.29,261.52,82.07491741118365,81.39782777403252,58.895451113587264
2021-04-27T00:00:00+02:00,261.6,261.69,261.6,261.69,82.76700396610359,81.91139680081854,59.70412655750761
2021-04-27T12:00:00+02:00,262.3,262.3,262.04,262.04,87.14882281274559,83.99691473001081,61.388375374910005
2021-04-27T14:00:00+02:00,262.01,262.06,260.15,260.67,60.01609986338178,76.6439755474102,52.19253769101076
2021-04-27T16:00:00+02:00,260.74,261.69,260.15,260.98,37.67381510184641,61.61291259265781,53.876203955168805
2021-04-27T18:00:00+02:00,260.97,261.63,260.61,261.4,19.292774274433157,38.99422974655366,56.130422658576954
2021-04-27T20:00:00+02:00,261.39,263.17,261.03,262.13,45.4260389174161,34.13087609789843,59.80727904199526
2021-04-27T22:00:00+02:00,260.45,261.7,251.4,253.91,39.64781297071131,34.78887538752005,29.66103678462514
2021-04-28T00:00:00+02:00,256,257.3,255,255,31.09544378163479,38.72309855658727,34.384138914954804
2021-04-28T12:00:00+02:00,255.97,255.97,254.85,254.85,9.568412675639228,26.77055647599497,34.04534271624287
2021-04-28T14:00:00+02:00,254.84,256.49,253.1,254.66,13.700260283413526,18.121372246895714,33.593812626284546
2021-04-28T16:00:00+02:00,254.66,254.89,253.09,253.09,9.144175301874705,10.804282753642347,30.047565389292984
2021-04-28T18:00:00+02:00,253.06,255.23,252.95,254.25,10.638769965325737,11.161068516871184,35.467928044519184
2021-04-28T20:00:00+02:00,254.26,256.15,253.91,254.74,14.916219976282186,11.566388414494071,37.665175770303534
2021-04-28T22:00:00+02:00,254.7,254.71,254.01,254.01,20.869674346796216,15.474888096134576,35.71418326714628
2021-04-29T00:00:00+02:00,254.47,254.49,254.47,254.49,23.51804627578731,19.767980199621764,37.988701831642366
2021-04-29T12:00:00+02:00,255.3,255.3,255.3,255.3,28.459256866675492,24.282325829752867,41.735066427010565
2021-04-29T14:00:00+02:00,255.1,256.09,254.23,254.47,32.565956558273626,28.181086566912004,39.12657841490108
2021-04-29T16:00:00+02:00,254.46,254.46,249,249.55,23.816756428844116,28.28065661793094,27.96778013762581
2021-04-29T18:00:00+02:00,249.52,251.67,249.25,251,16.725750048017726,24.369487678378352,33.94676218621797
2021-04-29T20:00:00+02:00,251,252.88,250.88,252.45,33.85860631873448,24.800370931865302,39.36672332293606
