time;open;high;low;close;Volume;Kolonne1
2021-04-22 14:00;26006;26169;25993;26023;162133;
2021-04-22 16:00;26021;26169;25976;26049;298655;
2021-04-22 18:00;26052;26101;25571;25604;371858;
2021-04-22 20:00;25596;25748;25565;25719;499410;
2021-04-22 22:00;2575;2575;2575;2575;100;
2021-04-23 12:00;25798;25799;25798;25799;300;
2021-04-23 14:00;2579;25865;25733;25848;84032;
2021-04-23 16:00;25845;26081;25797;26047;329860;
2021-04-23 18:00;26048;2614;2602;26082;203676;
2021-04-23 20:00;26076;2615;26068;26082;671802;
2021-04-23 22:00;26068;26174;26068;26174;3695;
2021-04-24 00:00;26158;26178;26158;26178;300;
2021-04-26 12:00;26042;26055;2603;26055;400;
2021-04-26 14:00;26073;26243;26061;26129;192230;
2021-04-26 16:00;26129;26177;26046;26105;254687;
2021-04-26 18:00;26105;26145;26088;26129;139198;
2021-04-26 20:00;26124;262;26099;26151;385450;
2021-04-26 22:00;26129;26152;26129;26152;341;
2021-04-27 00:00;2616;26169;2616;26169;859;
2021-04-27 12:00;2623;2623;26204;26204;1150;
2021-04-27 14:00;26201;26206;26015;26067;125739;
2021-04-27 16:00;26074;26169;26015;26098;304460;
2021-04-27 18:00;26097;26163;26061;2614;167937;
2021-04-27 20:00;26139;26317;26103;26213;525849;
2021-04-27 22:00;26045;2617;2514;25391;191291;
2021-04-28 00:00;256;2573;255;255;1000;
2021-04-28 12:00;25597;25597;25485;25485;2455;
2021-04-28 14:00;25484;25649;2531;25466;533190;
2021-04-28 16:00;25466;25489;25309;25309;766825;
2021-04-28 18:00;25306;25523;25295;25425;395633;
2021-04-28 20:00;25426;25615;25391;25474;579564;
2021-04-28 22:00;2547;25471;25401;25401;2237;
2021-04-29 00:00;25447;25449;25447;25449;526;
2021-04-29 12:00;2553;2553;2553;2553;200;
2021-04-29 14:00;2551;25609;25423;25447;210631;
2021-04-29 16:00;25446;25446;249;24955;920638;
2021-04-29 18:00;24952;25167;24925;251;306974;
2021-04-29 20:00;251;25288;25088;25245;488136;
2021-04-29 22:00;25204;25204;25113;25113;6857;
2021-04-30 14:00;25008;25143;24945;25065;250364;
2021-04-30 16:00;25065;25308;25052;25191;480767;
2021-04-30 18:00;25187;25218;25108;25122;194368;
2021-04-30 20:00;25136;25263;2512;25219;552598;
2021-04-30 22:00;25224;25269;25218;2524;6860;
2021-05-03 14:00;25285;25364;25184;2532;65748;
2021-05-03 16:00;25312;25433;25182;25269;287098;
2021-05-03 18:00;25268;25268;25114;25141;149827;
2021-05-03 20:00;25144;25198;25132;25197;259492;
2021-05-03 22:00;25184;25184;25118;2515;4419;
2021-05-04 12:00;2511;2511;24931;2505;1200;
2021-05-04 14:00;24995;25107;2489;24915;121718;
2021-05-04 16:00;24913;24941;24577;24614;433164;
2021-05-04 18:00;2461;24707;24579;24602;250921;
2021-05-04 20:00;24603;24791;24594;24791;450382;
2021-05-04 22:00;2477;2477;24731;24731;2550;
2021-05-05 12:00;24865;24924;24865;24877;994;
2021-05-05 14:00;24919;24949;2484;24866;81678;
2021-05-05 16:00;2485;24875;24741;24859;160328;
2021-05-05 18:00;2486;248885;24724;24747;135703;
2021-05-05 20:00;24752;24757;24582;24654;336649;
2021-05-06 12:00;24641;24641;24641;24641;100;
2021-05-06 14:00;24615;24659;24469;24541;132663;
2021-05-06 16:00;24527;24847;24492;24782;285298;
2021-05-06 18:00;24783;24833;24686;24708;133553;
2021-05-06 20:00;24717;24986;24664;24972;488933;
